ID,Title,Studio,Status,Sound,Versions,RecRetPrice,Rating,Year,Genre,Aspect,Rank
2050,Son Of Frankenstein/ Ghost Of Frankenstein,Universal,Out,1,4:03,29.98,NR,1970,Horror,1.33:1,296
2051,Werewolf Of London/ She-Wolf Of London,Universal,Out,1,4:03,29.98,NR,1973,Horror,1.33:1,844
2052,Tremors (Special Edition)/ Tremors 2: Aftershocks,Universal,Out,SUR,LBX,34.98,PG-13,1975,SciFi,1.85:1,2222
2053,Underneath/ Village Of The Damned,Universal,Out,5.1,LBX,34.98,R,1971,Mystery/Suspense,2.35:1,416
2054,American Werewolf In London (Special Edition),Universal,Pending,5.1,LBX,26.98,R,1981,Horror,1.85:1,1087
2055,Blood Simple,Universal,Pending,SUR,4:03,24.98,R,1984,Mystery/Suspense,1.33:1,2236
2056,Bride Of Chucky/ Child's Play 2: Chucky's Back,Universal,Out,SUB,"LBX, 16:9",34.98,R,1976,Horror,1.85:1,142
2057,Cape Fear (Special Edition/ 1962),Universal,Pending,1,4:03,24.98,NR,1962,Mystery/Suspense,1.33:1,494
2058,Cape Fear (Special Edition/ 1991),Universal,Pending,2,4:03,24.98,R,1991,Mystery/Suspense,1.33:1,2061
2059,Darkman/ Darkman 2: The Return Of Durant,Universal,Out,SUR,LBX,34.98,R,1975,SciFi,1.85:1,2007
2060,FlixMix: Boogeymen,Universal,Pending,2,4:03,19.98,NR,2001,Special Interest,1.33:1,1226
2061,Halloween 2,Universal,Pending,2,4:03,24.98,R,1981,Horror,1.33:1,1389
2062,Play Misty For Me,Universal,Pending,5.1,"LBX, 16:9",24.98,R,1971,Horror,2.35:1,18
2063,15 Minutes (Special Edition),New Line,Out,5.1/DTS,"LBX, 16:9",26.98,R,2001,Action/Adventure,2.35:1,1472
2064,3000 Miles To Graceland,Warner Brothers,Out,5.1,"LBX, 16:9",19.98,R,2001,Action/Adventure,2.35:1,2014
2065,American Pie: The Ultimate Edition (R Rated Version/ Special Edition),Universal,Out,5.1/DTS,"4:3 P&S, LBX, 16:9",29.98,R,1999,Comedy,2.35:1,2221
2066,American Pie: The Ultimate Edition (Unrated Version/ Special Edition),Universal,Out,5.1/DTS,"4:3 P&S, LBX, 16:9",29.98,UR,1999,Comedy,2.35:1,1628
2067,Enemy At The Gates,Paramount,Out,5.1,"LBX, 16:9",29.99,R,2001,Drama,2.35:1,381
2068,House Party 4: Down To The Last Minute,New Line,Out,5.1,"4:3 P&S, LBX, 16:9",24.98,R,2000,Comedy,1.85:1,275
2069,Never Ending Story,Warner Brothers,Pending,2,LBX,19.98,PG,1984,Family,2.35:1,876
2070,Never Ending Story 2,Warner Brothers,Pending,2,LBX,19.98,PG,1989,Family,2.35:1,988
2071,See Spot Run (Special Edition),Warner Brothers,Out,5.1,4:03,24.98,PG,2001,Family,1.33:1,129
2072,Willy Wonka And The Chocolate Factory (Special Edition),Warner Brothers,Out,2,4:03,24.98,G,1971,Musical,1.33:1,370
2073,Along Came Jones,MGM/UA,Pending,1,4:03,19.98,NR,1945,Western,1.33:1,808
2074,Eddie And The Cruisers,MGM/UA,Pending,2,"LBX, 16:9",14.98,PG,1983,Drama,1.85:1,1441
2075,French Lieutenant's Woman,MGM/UA,Pending,1,"LBX, 16:9",19.98,R,1981,Drama,1.85:1,2011
2076,Home For The Holidays (Special Edition),MGM/UA,Pending,5.1,"LBX, 16:9",19.98,PG-13,1995,Comedy,1.85:1,1166
2077,How The Grinch Stole Christmas (Limited Special Edition/ 2000),Universal,Pending,5.1/DTS,"LBX, 16:9",39.98,PG,2000,Family,1.85:1,956
2078,How The Grinch Stole Christmas (Pan & Scan/ Special Edition/ 2000),Universal,Pending,5.1/DTS,4:3 P&S,26.98,PG,2000,Family,1.33:1,2013
2079,How The Grinch Stole Christmas (Widescreen/ Special Edition/ 2000),Universal,Pending,5.1/DTS,"LBX, 16:9",26.98,PG,2000,Family,1.85:1,1809
2080,Little Man Tate (Special Edition),MGM/UA,Pending,5.1,"LBX, 16:9",19.98,PG,1991,Drama,1.85:1,1308
2081,Princess Bride (Special Edition),MGM/UA,Pending,5.1,"LBX, 16:9",29.98,PG,1987,Comedy,1.85:1,1946
2082,Return Of A Man Called Horse,MGM/UA,Pending,2,LBX,19.98,PG-13,1976,Western,2.35:1,2226
2083,Under Fire,MGM/UA,Pending,5.1,"LBX, 16:9",14.95,R,1983,Drama,1.85:1,1559
2084,Valdez Is Coming,MGM/UA,Pending,1,LBX,19.98,PG-13,1970,Western,1.66:1,2184
2085,Woman In Red,MGM/UA,Cancelled,5.1,"4:3, LBX, 16:9",14.95,PG-13,1984,Comedy,1.85:1,1841
2086,Chato's Land,MGM/UA,Pending,1,LBX,19.98,PG,1972,Western,1.85:1,168
2087,Comes A Horseman,MGM/UA,Pending,1,"LBX, 16:9",14.95,PG,1978,Western,2.35:1,652
2088,Godfather DVD Collection (Special Edition),Paramount,Pending,5.1,"LBX, 16:9",105.99,R,1979,Drama,1.85:1,1780
2089,Hole In The Head,MGM/UA,Pending,1,LBX,14.95,NR,1959,Comedy,2.35:1,948
2090,Irma La Douce,MGM/UA,Pending,1,"LBX, 16:9",19.99,NR,1963,Comedy,2.35:1,1650
2091,It's A Mad Mad Mad Mad World (Special Edition),MGM/UA,Pending,5.1,"LBX, 16:9",19.98,G,1963,Comedy,2.55:1,1505
2092,King Solomon's Mines,MGM/UA,Pending,1,4:03,19.98,NR,1937,Action/Adventure,1.33:1,2155
2093,Lawman,MGM/UA,Pending,1,"LBX, 16:9",19.98,PG,1970,Western,1.85:1,347
2094,Little Foxes,MGM/UA,Pending,1,4:03,14.95,NR,1941,Drama,1.33:1,358
2095,Pocketful Of Miracles,MGM/UA,Pending,1,LBX,14.95,NR,1961,Comedy,2.35:1,30
2096,Quigley Down Under,MGM/UA,Pending,2,LBX,14.95,PG-13,1990,Western,2.35:1,1228
2097,Sayonara,MGM/UA,Pending,1,LBX,19.98,NR,1957,Drama,2.35:1,2032
2098,Josie And The Pussycats (Special Edition),Universal,Out,5.1/DTS,"LBX, 16:9",26.98,PG-13,2001,Comedy,1.85:1,1915
2099,CItizen Kane,Warner Brothers,Pending,1,LBX,29.99,NR,1941,Drama,1.37:1,1254
2100,Terminator,MGM/UA,Pending,5.1,"LBX, 16:9",26.95,R,1984,SciFi,1.85:1,1039
2101,Fiddler on the Roof (Special Edition),MGM/UA,Pending,5.1,"LBX, 16:9",19.95,G,1971,Musical,2.35:1,1364
2102,Blow (Special Edition),New Line,Pending,5.1,"LBX, 16:9",26.99,R,2001,Drama,2.35:1,1745
2103,Company Man,Paramount,Out,SUR,"LBX, 16:9",29.99,PG-13,2001,Comedy,1.85:1,1406
2104,Daybreak (Special Edition),Paramount,Out,5.1,4:03,29.99,R,2001,Action/Adventure,1.33:1,2204
2105,Marathon Man,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1976,Mystery/Suspense,1.85:1,363
2106,Star Trek TV #31: Spock's Brain/ Is There In Truth No Beauty?,Paramount,Out,5.1,4:03,19.99,NR,1968,TV Classics,1.33:1,1019
2107,Star Trek TV #32: The Empath/ The Tholian Web,Paramount,Out,5.1,4:03,19.98,NR,1968,TV Classics,1.33:1,685
2108,Dish,Warner Brothers,Pending,5.1,"LBX, 16:9",19.98,PG-13,2000,Comedy,1.85:1,1121
2109,Driven (Special Edition),Warner Brothers,Pending,5.1,"LBX, 16:9",24.98,PG-13,2001,Action/Adventure,2.35:1,1670
2110,Exit Wounds,Warner Brothers,Pending,5.1,"LBX, 16:9",24.98,R,2001,Action/Adventure,2.35:1,2202
2111,Pokemon 3: The Movie,Warner Music,Out,DUB,4:03,24.98,G,2001,Animation,1.33:1,692
2112,A.I.: Artificial Intelligence: The Soundtrack (DVD-Audio),Warner Music,Out,5.1,4:03,24.98,NR,2001,Music,1.33:1,787
2113,"Missy ""Misdemeanor"" Elliott: Miss E: So Addictive (DVD-Audio)",Warner Music,Out,5.1,4:03,24.98,NR,2001,Music,1.33:1,715
2114,Philip Glass: Koyaanisqatsi (DVD-Audio),Warner Music,Out,5.1,4:03,24.98,NR,2000,Music,1.33:1,1644
2115,Mummy Returns (Special Edition/ Pan & Scan),Universal,Pending,5.1,4:3 P&S,26.98,PG-13,2001,SciFi,1.33:1,1059
2116,Mummy Returns (Special Edition/ Widescreen),Universal,Pending,5.1,"LBX, 16:9",26.98,PG-13,2001,SciFi,2.35:1,1013
2117,A*Teens: Bouncing Off The Ceiling/ Mamma Mia DVD Single,Universal,Out,2,4:03,9.98,NR,1976,Music,1.33:1,466
2118,Arabella: Strauss: Metropolitan Opera,Universal,Out,2,4:03,24.98,NR,1975,Music,1.33:1,658
2119,BBMak: Sooner And Later: Our First Year In America,Universal,Out,2,4:03,19.98,NR,2001,Music,1.33:1,1397
2120,Blink 182: Man Overboard/ Adam's Song DVD Single,Universal,Out,2,4:03,9.98,NR,1972,Music,1.33:1,418
2121,Caetano Veloso: Prenda Minha,Universal,Out,2,4:03,24.98,NR,2001,Music,1.33:1,554
2122,Carmen: Bizet: James Levine: Metropolitan Opera,Universal,Out,2,4:03,29.98,NR,1975,Music,1.33:1,2258
2123,Der Rosenkavalier: Strauss: Carlos Kleiber: Vienna Opera,Universal,Out,2,4:03,39.98,NR,1978,Music,1.33:1,748
2124,Die Fledermaus: Strauss: Carlos Kleiber: Bavarian State Opera,Universal,Out,2,4:03,24.98,NR,1975,Music,1.33:1,445
2125,Die Walkure: Wagner: James Levine: Metropolitan Opera,Universal,Out,2,4:03,39.98,NR,1979,Music,1.33:1,534
2126,Die Zauberflote: Mozart: James Levine: Metropolitan Opera,Universal,Out,2,4:03,29.98,NR,1976,Music,1.33:1,1905
2127,Eminem: E,Universal,Out,2,4:03,24.98,NR,2000,Music,1.33:1,1012
2128,Essential Ballet,Universal,Out,2,4:03,29.98,NR,2000,Music,1.33:1,1945
2129,Fires Of Kuwait: IMAX,Warner Brothers,Out,5.1,4:03,19.98,NR,1992,Special Interest,1.33:1,1793
2130,Frank Lloyd Wright,Warner Brothers,Out,2,4:03,29.98,NR,1998,Special Interest,1.33:1,671
2131,Freddie Mercury: The Video Collection,Universal,Out,2,4:03,19.98,NR,2001,Music,1.33:1,910
2132,Giselle: American Ballet Theatre,Universal,Out,2,4:03,29.98,NR,1970,Music,1.33:1,162
2133,Hanson: At The Fillmore,Universal,Out,2,4:03,19.98,NR,2000,Music,1.33:1,1245
2134,Il Trovatore: Verdi: James Levine: Metropolitan Opera,Universal,Out,2,4:03,29.98,NR,2000,Music,1.33:1,1744
2135,Insane Clown Posse: Big Money Hustla$,Universal,Out,2,4:03,24.98,NR,2000,Music,1.33:1,2200
2136,Jay-Z: The Making Of Guilty Until Proven Innocent DVD Single,Universal,Out,2,4:03,9.98,NR,2001,Music,1.33:1,962
2137,Lewis And Clark: The Journey Of The Corps Of Discovery (Special Edition),Warner Brothers,Out,2,4:03,29.98,NR,1997,Special Interest,1.33:1,1802
2138,Thomas Jefferson,Warner Brothers,Out,2,4:03,29.98,NR,1997,Special Interest,1.33:1,1449
2139,K-Ci And Jojo: All My Life/ Wanna Do You Right DVD Single,Universal,Out,2,4:03,9.98,NR,2001,Music,1.33:1,835
2140,La Traviata: Verdi: Georg Solti: Royal Opera,Universal,Out,2,4:03,24.98,NR,1979,Music,1.33:1,305
2141,"Motley Crue: Lewd, Crued And Tattooed",Universal,Out,2,4:03,24.98,NR,2001,Music,1.33:1,2223
2142,Nutcracker: Tchaikovsky: Kirov Ballet,Universal,Out,2,4:03,29.98,NR,2000,Music,1.33:1,369
2143,Otello: Verdi: Herbert Von Karajan,Universal,Out,2,4:03,24.98,NR,1970,Music,1.33:1,1708
2144,Patti Labelle: Live! One Night Only,Universal,Pending,2,4:03,19.98,NR,2000,Music,1.33:1,747
2145,Rammstein: Live Aus Berlin,Universal,Out,5.1,4:03,19.98,NR,1999,Music,1.33:1,431
2146,Rigoletto: Verdi: Riccardo Chailly,Universal,Out,2,4:03,24.98,NR,1976,Music,1.33:1,1777
2147,Santana: Sacred Fire: Live In Mexico,Universal,Out,2,4:03,19.98,NR,1993,Music,1.33:1,2029
2148,Doctor Who: Spearhead From Space (Special Edition),Warner Brothers,Pending,1,4:03,24.98,NR,1978,TV Classics,1.33:1,987
2149,Doctor Who: The Five Doctors (Special Edition),Warner Brothers,Pending,1,4:03,24.98,NR,1983,TV Classics,1.33:1,2276
2150,Survivor: Australian Outback: Season #2: Greatest And Most Outrageous Moments,Paramount,Pending,2,4:03,19.99,NR,2001,TV Classics,1.33:1,1338
2151,Charlotte's Web (Pan & Scan),Paramount,Out,1,4:3 P&S,24.99,G,1973,Anime,1.33:1,2157
2152,Crocodile Dundee,Paramount,Pending,2,"LBX, 16:9",24.99,PG-13,1986,Comedy,2.35:1,1610
2153,Hobbit,Warner Brothers,Pending,2,4:03,19.98,PG,1978,Animation,1.33:1,1171
2154,Let It Ride,Paramount,Pending,5.1,"LBX, 16:9",29.99,PG-13,1989,Comedy,1.85:1,1277
2155,Lord Of The Rings,Warner Brothers,Pending,2,4:03,19.98,PG,1978,Animation,1.33:1,451
2156,Mission Impossible/ Mission Impossible 2,Paramount,Pending,5.1,"LBX, 16:9",44.95,PG-13,1977,Action/Adventure,2.35:1,1247
2157,National Geographic: Africa,Warner Brothers,Pending,5.1,LBX,99.98,NR,2001,Special Interest,1.85:1,1854
2158,Rugrats Movie/ Rugrats In Paris: The Movie,Paramount,Pending,5.1,4:03,44.95,G,1979,Animation,1.85:1,843
2159,Aida: Verdi: James Levine: Metropolitan Opera,Universal,Out,2,4:03,29.98,NR,1990,Music,1.33:1,1540
2160,Andrea Bocelli: Sacred Arias,Universal,Out,5,"LBX, 16:9",29.98,NR,2000,Music,1.78:1,1317
2161,Anne-Sophie Mutter: A Life With Beethoven,Universal,Out,2,LBX,29.98,NR,1995,Music,1.66:1,1464
2162,Blink 182: The Urethra Chronicles,Universal,Out,2,4:03,19.98,NR,1999,Music,1.33:1,1585
2163,Crocodile Dundee In Los Angeles,Paramount,Pending,5.1,"LBX, 16:9",29.99,PG,2001,Comedy,2.35:1,217
2164,Crocodile Dundee 2,Paramount,Pending,5.1,"LBX, 16:9",24.99,PG,1988,Comedy,2.35:1,477
2165,Into The Arms Of Strangers: Stories Of The Kindertransport (Special Edition),Warner Brothers,Out,5.1,4:03,24.98,PG,2000,Special Interest,1.33:1,2107
2166,Powerman 5000: Backstage And Beyond The Infinite,Universal,Out,5.1,4:03,19.98,NR,2001,Music,1.33:1,803
2167,Return Of The King,Warner Brothers,Pending,2,4:03,19.98,PG,1979,Animation,1.33:1,529
2168,Secret Garden: A Night With Secret Garden,Universal,Out,2,4:03,29.98,NR,2000,Music,1.33:1,1536
2169,Miles Davis: Miles In Paris,Warner Music,Out,2,4:03,24.99,NR,1990,Music,1.33:1,1759
2170,Twiztid: Born Twiztid,Universal,Out,2,4:03,19.98,NC-17,2000,Music,1.33:1,526
2171,Doctor Who: The Robots Of Death (Special Edition),Warner Brothers,Pending,1,4:03,24.98,NR,1976,TV Classics,1.33:1,309
2172,Paul Simon: You're The One (DVD-Audio),Warner Brothers,Out,5.1/DTS,4:03,24.98,NR,2000,Music,1.33:1,2018
2173,Prancer,MGM/UA,Pending,2,"LBX, 16:9",14.95,G,1989,SciFi,1.85:1,679
2174,Roboco,MGM/UA,Pending,5.1,"LBX, 16:9",19.98,R,1987,SciFi,1.85:1,869
2175,When Worlds Collide,Paramount,Pending,1,4:03,29.99,NR,1951,SciFi,1.33:1,2292
2176,Along Came a Spider,Paramount,Pending,5.1,"LBX, 16:9",29.99,R,2001,Mystery/Suspense,2.35:1,732
2177,Pet Sematary 2,Paramount,Pending,5.1,"LBX, 16:9",24.99,R,1990,Horror,1.85:1,284
2178,Tales From The Darkside: The Movie (Special Edition),Paramount,Pending,5.1,"LBX, 16:9",24.99,R,1990,Horror,1.85:1,1350
2179,Friday The 13th 5: A New Beginning,Paramount,Pending,1,"LBX, 16:9",24.99,R,1985,Horror,1.85:1,50
2180,Friday The 13th 6: Jason Lives,Paramount,Pending,SUR,"LBX, 16:9",24.99,R,1986,Horror,1.85:1,516
2181,Across 110th Street,MGM/UA,Pending,1,"LBX, 16:9",14.95,R,1972,Action/Adventure,1.85:1,904
2182,American Ninja,MGM/UA,Pending,1,"LBX, 16:9",14.95,R,1985,Action/Adventure,1.85:1,1347
2183,Brannigan,MGM/UA,Pending,1,"LBX, 16:9",14.95,PG,1975,Mystery/Suspense,2.35:1,1266
2184,Bucktown,MGM/UA,Pending,1,"LBX, 16:9",14.95,R,1975,Action/Adventure,1.85:1,2135
2185,Clambake,MGM/UA,Pending,1,LBX,14.95,NR,1967,Musical,2.35:1,402
2186,Colors,MGM/UA,Pending,2,"LBX, 16:9",14.95,R,1988,Drama,1.85:1,1398
2187,"Cornbread, Earl And Me",MGM/UA,Pending,1,"LBX, 16:9",14.95,PG,1974,Drama,1.85:1,1531
2188,Craig David: Fill Me In DVD Single,Warner Music,Out,5.1,4:03,7.99,NR,2000,Music,1.33:1,2152
2189,Destiny In Space: IMAX,Warner Brothers,Pending,2,4:03,19.98,NR,1994,Special Interest,1.33:1,611
2190,Five On The Black Hand Side,MGM/UA,Pending,1,LBX,14.95,PG,1973,Comedy,1.85:1,1233
2191,Hail Columbia!: IMAX,Warner Brothers,Pending,2,4:03,19.98,NR,1995,Special Interest,1.33:1,346
2192,Heart Of Dixie,MGM/UA,Pending,1,"LBX, 16:9",14.95,PG,1989,Drama,1.85:1,2130
2193,Hell Up In Harlem,MGM/UA,Pending,1,"LBX, 16:9",14.95,R,1973,Action/Adventure,1.85:1,499
2194,IMAX Space Collection,Warner Brothers,Pending,2,4:03,98.92,NR,1974,Special Interest,1.33:1,20
2195,K.D. Lang: Live By Request,Warner Music,Out,2,4:03,24.98,NR,2000,Music,1.33:1,1244
2196,MacArthur,Universal,Pending,2,4:03,24.98,PG,1977,Drama,1.33:1,1930
2197,Making The Grade,MGM/UA,Pending,1,"LBX, 16:9",14.95,R,1984,Comedy,1.85:1,1235
2198,Masters Of The Universe,Warner Brothers,Pending,2,4:03,19.98,PG,1987,SciFi,1.33:1,1816
2199,Midway (Special Edition),Universal,Pending,2,4:03,24.98,PG,1976,Action/Adventure,1.33:1,1910
2200,Mission To Mir: IMAX,Warner Brothers,Pending,2,4:03,19.98,NR,1997,Special Interest,1.33:1,1187
2201,Not Without My Daughter,MGM/UA,Pending,2,"LBX, 16:9",14.95,PG-13,1990,Drama,1.85:1,911
2202,Running Scared,MGM/UA,Pending,2,"LBX, 16:9",14.95,R,1986,Comedy,2.35:1,2125
2203,Scooby Doo And The Cyber Chase,Warner Brothers,Pending,2,4:03,24.98,NR,2001,Animation,1.33:1,1040
2204,She Devil,MGM/UA,Pending,2,"LBX, 16:9",14.95,PG-13,1989,Comedy,1.85:1,1434
2205,Shiloh,Warner Brothers,Pending,2,4:03,19.98,PG,1996,Family,1.33:1,933
2206,Shiloh 2: Shiloh Season,Warner Brothers,Pending,2,4:03,19.98,PG,1999,Family,1.33:1,1855
2207,Kansas,MGM/UA,Pending,1,"LBX, 16:9",14.95,R,1988,Mystery/Suspense,2.35:1,1599
2208,Dress Code,MGM/UA,Pending,SUR,4:03,24.98,PG-13,1999,Family,1.33:1,266
2209,John Waters Collection #2: Polyester/ Desperate Living (Special Edition),New Line,Out,2,4:3 P&S,30.99,R,1971,Comedy,1.33:1,253
2210,Doctor Zhivago (Special Edition),Warner Brothers,Pending,5.1,"LBX, 16:9",29.98,PG-13,1966,Drama,2.35:1,797
2211,John Waters Collection #3: Pink Flamingos/ Female Trouble (Special Edition),New Line,Pending,2,4:03,30.99,NC-17,1977,Comedy,1.33:1,2095
2212,Beautiful Creatures,Universal,Pending,5.1/DTS,LBX,26.98,R,2000,Mystery/Suspense,1.85:1,1805
2213,Rat,Universal,Pending,2,4:03,26.98,PG,2000,Comedy,1.33:1,1294
2214,Stardom,Universal,Pending,2,4:03,24.98,R,2000,Comedy,1.33:1,926
2215,Tremors 3: Back To Perfection,Universal,Pending,5.1,"LBX, 16:9",26.98,PG,2001,SciFi,1.85:1,1265
2216,New York,Warner Brothers,Pending,2,4:3 P&S,139.98,NR,1979,Special Interest,1.33:1,1091
2217,Empire Of The Sun,Warner Brothers,Pending,5.1,"LBX, 16:9",24.98,PG,1987,Drama,1.85:1,2212
2218,Grandma Got Run Over By A Reindeer,Warner Brothers,Pending,2,4:03,19.98,NR,2000,Animation,1.33:1,2277
2219,Mummy (1959),Warner Brothers,Pending,2,"4:3 P&S, LBX, 16:9",19.98,NR,1959,Horror,1.85:1,922
2220,Bjork: Hidden Place DVD Single,Warner Music,Out,5.1,4:03,9.95,NR,2001,Music,1.33:1,1116
2221,Land Before Time: The Big Freeze,Universal,Pending,5.1,4:03,24.98,G,2001,Animation,1.33:1,841
2222,Angel Eyes (Special Edition/ 2001),Warner Brothers,Pending,5.1,"LBX, 16:9",24.98,R,2001,Mystery/Suspense,1.85:1,1469
2223,"He Said, She Said (Special Edition)",Paramount,Pending,5.1,"LBX, 16:9",24.99,PG-13,1991,Comedy,1.85:1,1988
2224,Rugrats: Decade In Diapers,Paramount,Pending,2,4:03,19.99,NR,2001,Animation,1.33:1,951
2225,Star Trek TV #35: That Which Survives/ Let That Be Your Last Battlefield,Paramount,Pending,5.1,4:03,19.99,NR,1969,TV Classics,1.33:1,684
2226,Star Trek TV #36: Whom Gods Destroy/ The Mark Of Gideon,Paramount,Pending,5.1,4:03,19.99,NR,1969,TV Classics,1.33:1,1458
2227,Swordfish (Special Edition),Warner Brothers,Pending,5.1,"LBX, 16:9",24.98,R,2001,Action/Adventure,2.35:1,1999
2228,Town And Country,New Line,Pending,5.1,"4:3 P&S, LBX, 16:9",24.98,R,2001,Comedy,1.85:1,680
2229,Andrew Lloyd Webber Spotlight Performance Box Set,Universal,Pending,2,4:03,89.98,NR,1975,Music,1.33:1,2038
2230,Andrew Lloyd Webber: Royal Albert Hall Celebration,Universal,Pending,2,4:03,24.98,NR,1979,Music,1.33:1,1377
2231,Butcher's Wife,Paramount,Pending,5.1,"LBX, 16:9",29.99,PG-13,1991,Fantasy,1.85:1,1138
2232,Michael Flatley: Feet Of Flames,Universal,Pending,2,4:03,24.98,NR,1998,Special Interest,1.33:1,1820
2233,Powerpuff Girls: Meet The Beat Alls (Special Edition),Warner Brothers,Pending,2,4:03,19.98,NR,2001,Animation,1.33:1,1553
2234,Beethoven's 4th,Universal,Pending,5.1,4:03,24.98,G,2000,Family,1.33:1,751
2235,Cats: The Ultimate Edition,Universal,Pending,2,4:03,26.98,NR,1998,Musical,1.33:1,300
2236,Michael Flatley: Gold,Universal,Pending,2,4:03,24.98,NR,2000,Musical,1.33:1,941
2237,Boss Of Bosses,Warner Brothers,Pending,SUR,4:03,19.98,NR,2001,Drama,1.33:1,570
2238,Broadway Danny Rose,MGM/UA,Pending,1,"LBX, 16:9",19.98,PG,1984,Comedy,1.85:1,1485
2239,Choose Me,MGM/UA,Pending,2,"LBX, 16:9",19.98,R,1983,Drama,1.85:1,407
2240,Dogs Of War,MGM/UA,Pending,2,"LBX, 16:9",14.95,R,1981,Action/Adventure,1.85:1,598
2241,Dominick And Eugene,MGM/UA,Pending,2,"LBX, 16:9",19.98,PG-13,1988,Drama,1.85:1,2199
2242,Gang Related,MGM/UA,Pending,5.1,"LBX, 16:9",14.95,R,1997,Drama,2.35:1,293
2243,Gregory's Girl,MGM/UA,Pending,1,"LBX, 16:9",19.98,PG,1981,Comedy,1.85:1,1344
2244,Hannah And Her Sisters,MGM/UA,Pending,1,"LBX, 16:9",19.98,PG-13,1986,Comedy,1.85:1,2050
2245,Midsummer Night's Sex Comedy,MGM/UA,Pending,1,"LBX, 16:9",19.98,PG,1982,Comedy,1.85:1,260
2246,Of Mice And Men (1992),MGM/UA,Pending,2,"LBX, 16:9",19.98,PG-13,1992,Drama,1.85:1,688
2247,Purple Rose Of Cairo,MGM/UA,Pending,1,"LBX, 16:9",19.98,PG,1987,Comedy,1.85:1,315
2248,Radio Days,MGM/UA,Pending,1,"LBX, 16:9",19.98,PG,1987,Comedy,1.85:1,336
2249,Woody Allen Collection 1982-1987,MGM/UA,Pending,1,"LBX, 16:9",99.96,VAR,1979,Comedy,1.85:1,1963
2250,Zelig,MGM/UA,Pending,1,"LBX, 16:9",19.98,PG,1983,Comedy,1.85:1,1139
2251,Angry Red Planet,MGM/UA,Pending,1,4:03,14.95,NR,1960,SciFi,1.33:1,1051
2252,At The Earth's Core,MGM/UA,Pending,1,"LBX, 16:9",14.95,PG,1976,SciFi,1.85:1,701
2253,Christina's House,MGM/UA,Pending,5.1,"4:3 P&S, LBX, 16:9",26.98,R,2001,Horror,1.85:1,1161
2254,Empire Of The Ants,MGM/UA,Pending,1,"LBX, 16:9",14.95,PG,1977,Horror,1.85:1,333
2255,Eye For An Eye (1981),MGM/UA,Pending,1,4:03,14.95,R,1981,Action/Adventure,1.33:1,1732
2256,I Bury The Living (MGM),MGM/UA,Pending,1,4:03,14.95,NR,1957,Horror,1.33:1,522
2257,Invasion U.S.A.,MGM/UA,Pending,2,"LBX, 16:9",14.95,R,1985,Action/Adventure,1.85:1,989
2258,Lone Wolf McQuade,MGM/UA,Pending,1,"LBX, 16:9",14.95,PG,1983,Action/Adventure,1.85:1,1879
2259,Lord Of The Flies (1990),MGM/UA,Pending,2,"LBX, 16:9",14.95,R,1990,Drama,1.85:1,348
2260,Morons From Outer Space,MGM/UA,Pending,2,"LBX, 16:9",14.95,PG-13,1985,Comedy,1.85:1,1796
2261,People That Time Forgot,MGM/UA,Pending,1,"LBX, 16:9",14.95,PG,1977,SciFi,1.85:1,776
2262,Strange Invaders,MGM/UA,Pending,1,"LBX, 16:9",14.95,PG,1983,SciFi,1.85:1,2041
2263,War Gods Of The Deep,MGM/UA,Pending,1,"LBX, 16:9",14.95,NR,1965,SciFi,2.35:1,983
2264,Cats And Dogs (Special Edition),Warner Brothers,Pending,5.1,4:3 P&S,26.99,PG,2001,Family,1.33:1,636
2265,South Park: Timmy!,Warner Brothers,Pending,2,4:03,19.98,NR,2000,TV Classics,1.33:1,767
2266,Friends: The Best Of Friends #3,Warner Brothers,Pending,SUR,4:03,19.98,NR,1994,TV Classics,1.33:1,1799
2267,Friends: The Best Of Friends #4,Warner Brothers,Pending,SUR,4:03,19.98,NR,1994,TV Classics,1.33:1,512
2268,Friends: The Best Of Friends Collection #1-4,Warner Brothers,Pending,SUR,4:03,69.98,NR,1994,TV Classics,1.33:1,1564
2269,Friends: The Best Of Friends Gift Set #3 & 4,Warner Brothers,Pending,SUR,4:03,34.98,NR,1994,TV Classics,1.33:1,847
2270,South Park: Winter Wonderland,Warner Brothers,Pending,2,4:03,19.98,NR,1971,TV Classics,1.33:1,23
2271,Frankie And Johnny (1991),Paramount,Pending,SUR,4:03,24.99,R,1991,Drama,1.33:1,1098
2272,Star Trek: The Motion Pictures DVD Collection 1-9,Paramount,Pending,5.1,LBX,269.91,PG,1974,SciFi,2.35:1,713
2273,Star Trek: The Original Crew Movie Collection 1-6,Paramount,Pending,5.1,LBX,179.94,PG,1972,SciFi,2.35:1,14
2274,What's Eating Gilbert Grape,Paramount,Pending,SUR,LBX,24.99,PG-13,1993,Drama,1.85:1,1868
2275,MTV: Inside Fear,Paramount,Pending,2,4:03,19.99,NR,2001,Special Interest,1.33:1,2055
2276,MTV: The Real World You Never Saw: Back To New York,Paramount,Pending,2,4:03,19.99,NR,2001,Special Interest,1.33:1,485
2277,Star Trek 1: The Motion Picture: The Director's Edition (Special Edition),Paramount,Pending,5.1,"LBX, 16:9",29.99,PG,1980,SciFi,2.35:1,1591
2278,Apocalypse Now Redux,Paramount,Pending,5.1,"LBX, 16:9",29.99,R,1979,Action/Adventure,2.35:1,612
